timestamp,file_name,initial_portfolio_value,final_portfolio_value,total_pnl,annualized_return,annualized_volatility,sharpe_ratio
2024-11-26 12:19:44,signals_standard_strat.csv,50000.0,50560.0,1.1199999999999999,0.14511975798165944,0.08889724405177024,1.632443834784658
2024-11-26 12:19:44,signals_pure_embedding_strat.csv,50000.0,51289.199999999924,2.5783999999998484,0.36305601076248495,0.17395083693336294,2.0871185052220493
2024-11-26 12:19:44,signals_embedding_strat.csv,50000.0,-231984.00000000093,-563.9680000000019,,78.53676104269489,
2024-11-27 10:20:06,signals_standard_strat.csv,50000.0,55600.0,11.200000000000001,2.638660851114477,0.8889724405177025,2.9682144584570302
2024-11-27 10:20:06,signals_pure_embedding_strat.csv,50000.0,62892.00000000023,25.784000000000468,15.297051972217208,1.5545539962189645,9.840154802871552
2024-11-27 10:20:06,signals_embedding_strat.csv,50000.0,-231984.00000000093,-563.9680000000019,,78.53676104269489,
2024-11-28 17:48:20,signals_standard_strat.csv,50000.0,55600.0,11.200000000000001,2.638660851114477,0.8889724405177025,2.9682144584570302
2024-11-28 17:48:20,signals_pure_embedding_strat.csv,50000.0,62892.00000000023,25.784000000000468,15.297051972217208,1.5545539962189645,9.840154802871552
2024-11-28 17:48:20,signals_embedding_strat.csv,50000.0,-231984.00000000093,-563.9680000000019,,78.53676104269489,
2024-11-28 17:51:41,signals_standard_strat.csv,50000.0,55600.0,11.200000000000001,2.638660851114477,0.8889724405177025,2.9682144584570302
2024-11-28 17:51:41,signals_pure_embedding_strat.csv,50000.0,62892.00000000023,25.784000000000468,15.297051972217208,1.5545539962189645,9.840154802871552
2024-11-28 17:51:41,signals_embedding_strat.csv,50000.0,49236.19999999998,-1.527600000000035,-0.8463260426921801,0.3754441735384245,-2.2541994318778893
2024-11-28 17:55:35,signals_standard_strat.csv,50000.0,55600.0,11.200000000000001,2.638660851114477,0.8889724405177025,2.9682144584570302
2024-11-28 17:55:35,signals_pure_embedding_strat.csv,50000.0,62892.00000000023,25.784000000000468,15.297051972217208,1.5545539962189645,9.840154802871552
2024-11-28 17:55:36,signals_embedding_strat.csv,50000.0,64438.0,28.876,20.899116099879038,1.7452357893680475,11.97495274116894
