Date,Close,High,Low,Open,Volume
,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD
2025-01-01,0.32430601119995117,0.3264780044555664,0.311722993850708,0.31568199396133423,1532271286
2025-01-02,0.3386099934577942,0.3441779911518097,0.32429200410842896,0.32430601119995117,3205163576
2025-01-03,0.3792789876461029,0.3877969980239868,0.33588600158691406,0.3386099934577942,4823481336
2025-01-04,0.39474600553512573,0.3979969918727875,0.378042995929718,0.37928301095962524,4431717187
2025-01-05,0.3825629949569702,0.3973050117492676,0.37631601095199585,0.39474600553512573,2594267525
2025-01-06,0.38795700669288635,0.3937020003795624,0.3765510022640228,0.3824940025806427,2937148475
2025-01-07,0.34843701124191284,0.3978079855442047,0.34842199087142944,0.3879519999027252,5280516863
2025-01-08,0.34224799275398254,0.3551110029220581,0.32681000232696533,0.34843599796295166,4416730765
2025-01-09,0.3209120035171509,0.34628599882125854,0.3151029944419861,0.34224700927734375,3614560190
2025-01-10,0.3339810073375702,0.33853399753570557,0.32089099287986755,0.3209089934825897,3222794655
2025-01-11,0.34095498919487,0.3478110134601593,0.3300749957561493,0.3339790105819702,1461005907
2025-01-12,0.33595898747444153,0.3429889976978302,0.3322780132293701,0.34095001220703125,1436724129
2025-01-13,0.3382990062236786,0.34521400928497314,0.31139901280403137,0.33595600724220276,3713750868
2025-01-14,0.3561199903488159,0.3610909879207611,0.33605799078941345,0.3382970094680786,3143614167
2025-01-15,0.3857100009918213,0.3873539865016937,0.3487440049648285,0.3561199903488159,4079184871
2025-01-16,0.3767479956150055,0.3893490135669708,0.368461012840271,0.38571301102638245,4097841421
2025-01-17,0.41593900322914124,0.4205009937286377,0.3759729862213135,0.37670600414276123,6276540245
2025-01-18,0.39608100056648254,0.43351200222969055,0.387239009141922,0.4159129858016968,7331618418
2025-01-19,0.35775700211524963,0.40896499156951904,0.3521200120449066,0.3960849940776825,9531626101
2025-01-20,0.3546079993247986,0.3849729895591736,0.34724700450897217,0.35773900151252747,8850825869
2025-01-21,0.3715769946575165,0.4001699984073639,0.3358989953994751,0.35457301139831543,9507969594
2025-01-22,0.3630560040473938,0.37334200739860535,0.355989009141922,0.37158799171447754,2940097446
2025-01-23,0.3523530066013336,0.36408698558807373,0.34299299120903015,0.3629800081253052,3093003294
2025-01-24,0.350739985704422,0.3638930022716522,0.34328800439834595,0.35230201482772827,2122786422
2025-01-25,0.3537760078907013,0.35958799719810486,0.34595999121665955,0.35074499249458313,1500843148
2025-01-26,0.336326003074646,0.3570230007171631,0.3363009989261627,0.3537850081920624,1263299832
2025-01-27,0.33382201194763184,0.33674100041389465,0.3078100085258484,0.33632299304008484,4453314117
2025-01-28,0.31907400488853455,0.3386459946632385,0.31583499908447266,0.3338179886341095,2019292120
2025-01-29,0.32386401295661926,0.33350899815559387,0.31794100999832153,0.31907400488853455,1981300959
2025-01-30,0.331508994102478,0.33808401226997375,0.32287099957466125,0.323870986700058,1365524939
2025-01-31,0.32872799038887024,0.3406769931316376,0.3243130147457123,0.33150699734687805,1796042122
2025-02-01,0.30835700035095215,0.33189401030540466,0.30426400899887085,0.32872700691223145,1577548524
2025-02-02,0.26750901341438293,0.3145889937877655,0.25455498695373535,0.3083769977092743,5607210222
2025-02-03,0.28500398993492126,0.2924639880657196,0.21172000467777252,0.26750999689102173,11007373557
2025-02-04,0.26414400339126587,0.2884669899940491,0.2562919855117798,0.2850160002708435,4306969827
2025-02-05,0.25623300671577454,0.2690280079841614,0.2543720006942749,0.2641279995441437,1818131454
2025-02-06,0.24808399379253387,0.2656950056552887,0.2439420074224472,0.25623300671577454,1892595490
2025-02-07,0.24661299586296082,0.26121699810028076,0.23954400420188904,0.24807900190353394,2042225149
2025-02-08,0.25326600670814514,0.25394999980926514,0.24499200284481049,0.24661299586296082,989182891
2025-02-09,0.24929000437259674,0.25983598828315735,0.24030600488185883,0.25326499342918396,1242077795
2025-02-10,0.25525999069213867,0.2559249997138977,0.24206100404262543,0.24928900599479675,1342589439
2025-02-11,0.2531220018863678,0.26923298835754395,0.24903100728988647,0.255264014005661,1721245015
2025-02-12,0.26412200927734375,0.2670300006866455,0.24889099597930908,0.2531229853630066,1949247514
2025-02-13,0.26249200105667114,0.26691800355911255,0.25404998660087585,0.26412999629974365,1492303517
2025-02-14,0.271928995847702,0.28529301285743713,0.26120999455451965,0.26249098777770996,2320487584
2025-02-15,0.27172398567199707,0.2826789915561676,0.2689409852027893,0.2719320058822632,1624562147
