Datetime,Close,High,Low,Open,Volume
,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD
2025-07-01 00:00:00+00:00,2492.91552734375,2495.8837890625,2480.247314453125,2487.191162109375,0
2025-07-01 01:00:00+00:00,2489.841796875,2499.875732421875,2489.841796875,2494.016357421875,0
2025-07-01 02:00:00+00:00,2484.15576171875,2495.717041015625,2484.15576171875,2489.327880859375,422503424
2025-07-01 03:00:00+00:00,2486.552490234375,2488.1875,2481.338134765625,2484.105712890625,763846656
2025-07-01 04:00:00+00:00,2467.12109375,2486.401611328125,2467.12109375,2486.371826171875,0
2025-07-01 05:00:00+00:00,2460.6005859375,2465.966064453125,2453.8837890625,2464.270751953125,279130112
2025-07-01 06:00:00+00:00,2460.459228515625,2462.6181640625,2458.191162109375,2461.771728515625,483268608
2025-07-01 07:00:00+00:00,2465.856201171875,2467.01708984375,2449.266357421875,2460.397705078125,0
2025-07-01 08:00:00+00:00,2453.73486328125,2464.546630859375,2452.8603515625,2464.546630859375,1168254976
2025-07-01 09:00:00+00:00,2457.401611328125,2458.769287109375,2451.68115234375,2453.712890625,0
2025-07-01 10:00:00+00:00,2456.32373046875,2461.365478515625,2451.5419921875,2457.499755859375,0
2025-07-01 11:00:00+00:00,2448.661865234375,2458.474365234375,2445.555419921875,2456.603759765625,96327680
2025-07-01 12:00:00+00:00,2437.6533203125,2453.26806640625,2437.12255859375,2449.436767578125,423021568
2025-07-01 13:00:00+00:00,2444.253662109375,2447.889892578125,2429.30419921875,2438.51025390625,0
2025-07-01 14:00:00+00:00,2419.329833984375,2453.54833984375,2411.877197265625,2444.468017578125,1048089600
2025-07-01 15:00:00+00:00,2424.69677734375,2430.72607421875,2418.456787109375,2420.123779296875,0
2025-07-01 16:00:00+00:00,2424.060302734375,2431.375,2422.041748046875,2424.909423828125,0
2025-07-01 17:00:00+00:00,2430.872314453125,2431.691650390625,2420.0,2425.15869140625,360636416
2025-07-01 18:00:00+00:00,2408.795166015625,2432.81640625,2408.795166015625,2432.62890625,0
2025-07-01 19:00:00+00:00,2411.450439453125,2421.748779296875,2406.669189453125,2411.17578125,1654794240
2025-07-01 20:00:00+00:00,2417.793701171875,2417.793701171875,2399.322998046875,2406.03271484375,0
2025-07-01 21:00:00+00:00,2406.95947265625,2417.5966796875,2405.372314453125,2416.46435546875,0
2025-07-01 22:00:00+00:00,2402.31640625,2412.34228515625,2400.868408203125,2407.536376953125,2549569536
2025-07-01 23:00:00+00:00,2405.992431640625,2406.4365234375,2390.3427734375,2401.523681640625,0
2025-07-02 00:00:00+00:00,2399.593017578125,2409.4091796875,2399.4111328125,2405.5849609375,0
2025-07-02 01:00:00+00:00,2410.22900390625,2410.796142578125,2382.292236328125,2399.481689453125,1961691136
2025-07-02 02:00:00+00:00,2417.79345703125,2418.436279296875,2408.822021484375,2410.943603515625,39064576
2025-07-02 03:00:00+00:00,2430.393310546875,2430.78076171875,2417.5517578125,2417.936767578125,160962560
2025-07-02 04:00:00+00:00,2439.25341796875,2439.394287109375,2426.67529296875,2430.527587890625,0
2025-07-02 05:00:00+00:00,2444.239990234375,2446.249755859375,2435.339599609375,2439.66845703125,0
2025-07-02 06:00:00+00:00,2452.396728515625,2452.6181640625,2440.17626953125,2444.95849609375,1632094208
2025-07-02 07:00:00+00:00,2448.581787109375,2452.77294921875,2444.390380859375,2452.4951171875,0
2025-07-02 08:00:00+00:00,2449.552734375,2455.703125,2447.16357421875,2448.0107421875,165483520
2025-07-02 09:00:00+00:00,2448.284423828125,2454.02001953125,2447.932861328125,2449.720703125,0
2025-07-02 10:00:00+00:00,2453.03125,2453.03125,2445.423095703125,2449.343017578125,0
2025-07-02 11:00:00+00:00,2446.69970703125,2459.275146484375,2443.775634765625,2453.40380859375,0
2025-07-02 12:00:00+00:00,2438.541259765625,2447.14990234375,2432.867431640625,2446.563232421875,1108189184
2025-07-02 13:00:00+00:00,2449.920166015625,2457.150146484375,2438.619140625,2439.03125,0
2025-07-02 14:00:00+00:00,2471.3828125,2471.3828125,2450.552001953125,2450.609130859375,0
2025-07-02 15:00:00+00:00,2501.28857421875,2501.79931640625,2470.64306640625,2470.64306640625,0
2025-07-02 16:00:00+00:00,2559.076171875,2562.2294921875,2497.69873046875,2500.82421875,2228364288
2025-07-02 17:00:00+00:00,2565.273681640625,2588.39501953125,2555.03076171875,2561.98779296875,1021720576
2025-07-02 18:00:00+00:00,2582.106201171875,2582.7294921875,2565.905029296875,2565.905029296875,2348515328
2025-07-02 19:00:00+00:00,2599.883544921875,2599.883544921875,2570.43798828125,2582.994873046875,0
2025-07-02 20:00:00+00:00,2594.3154296875,2607.172119140625,2589.23291015625,2607.172119140625,1237983232
2025-07-02 21:00:00+00:00,2597.808837890625,2600.350830078125,2587.46728515625,2592.403076171875,395780096
2025-07-02 22:00:00+00:00,2595.28662109375,2616.78369140625,2593.815185546875,2599.177001953125,584759296
2025-07-02 23:00:00+00:00,2571.331787109375,2595.154296875,2571.331787109375,2595.154296875,849254400
2025-07-03 00:00:00+00:00,2573.55078125,2578.123779296875,2565.4794921875,2570.68408203125,1458632704
2025-07-03 01:00:00+00:00,2581.782470703125,2584.70556640625,2570.60986328125,2574.453125,0
2025-07-03 02:00:00+00:00,2568.171630859375,2581.70556640625,2558.58251953125,2581.70556640625,0
2025-07-03 03:00:00+00:00,2561.729248046875,2571.401611328125,2561.729248046875,2568.199951171875,0
2025-07-03 04:00:00+00:00,2566.993896484375,2571.875732421875,2561.869140625,2562.349609375,0
2025-07-03 05:00:00+00:00,2589.904296875,2597.364501953125,2567.3427734375,2567.38623046875,0
2025-07-03 06:00:00+00:00,2599.860595703125,2601.703857421875,2587.471435546875,2590.444580078125,1718396928
2025-07-03 07:00:00+00:00,2600.750244140625,2605.13720703125,2591.698486328125,2599.91064453125,708732928
2025-07-03 08:00:00+00:00,2589.958251953125,2603.5830078125,2589.958251953125,2601.025390625,0
2025-07-03 09:00:00+00:00,2600.167724609375,2615.81396484375,2587.91552734375,2589.478759765625,1358571520
